x,y,z,xx,yy,zz
0.0 , 0.0 , 0.0 , 17.1 , -13.7 , -23.7
11.5971155 , -9.291256 , -16.073195 , 16.2 , -12.9 , -12.7
13.633299 , -10.88787 , -14.606959 , 17.1 , -13.7 , -23.7
14.8805685 , -11.8993025 , -17.8376 , 17.0 , -13.7 , -23.1
15.58139 , -12.493294 , -19.540821 , 17.1 , -13.7 , -23.7
16.073193 , -12.88462 , -20.84173 , 17.1 , -13.7 , -23.7
16.41554 , -13.15703 , -21.746782 , 17.0 , -13.7 , -23.1
16.631136 , -13.35161 , -22.219784 , 17.1 , -13.7 , -23.7
16.815563 , -13.492103 , -22.734371 , 17.1 , -13.7 , -23.7
16.94917 , -13.593838 , -23.107996 , 17.1 , -13.7 , -23.7
17.045841 , -13.667402 , -23.379255 , 17.1 , -13.7 , -23.7
17.115507 , -13.720367 , -23.575697 , 17.1 , -13.7 , -23.7
17.165394 , -13.758245 , -23.717337 , 17.1 , -13.7 , -23.7
17.200798 , -13.785079 , -23.818829 , 16.2 , -12.9 , -12.7
16.965729 , -13.572828 , -20.714602 , 17.1 , -13.7 , -23.7
17.052763 , -13.647869 , -21.620237 , 17.0 , -13.7 , -23.1
17.086542 , -13.701961 , -22.10794 , 17.1 , -13.7 , -23.7
17.139153 , -13.740727 , -22.636402 , 17.1 , -13.7 , -23.7
17.176651 , -13.768292 , -23.021177 , 17.1 , -13.7 , -23.7
17.20311 , -13.787676 , -23.300793 , 17.1 , -13.7 , -23.7
17.221512 , -13.80109 , -23.503471 , 17.0 , -13.7 , -23.1
17.205185 , -13.810154 , -23.476751 , 17.1 , -13.7 , -23.7
17.221203 , -13.8160515 , -23.628624 , 16.6 , -13.3 , -17.8
17.087835 , -13.704292 , -22.036442 , 17.0 , -13.7 , -23.1
17.104866 , -13.737275 , -22.39968 , 17.1 , -13.7 , -23.7
17.145332 , -13.760725 , -22.836899 , 17.1 , -13.7 , -23.7
17.174109 , -13.777213 , -23.155132 , 17.1 , -13.7 , -23.7
17.194345 , -13.788621 , -23.386324 , 17.1 , -13.7 , -23.7
17.20835 , -13.796325 , -23.553852 , 17.1 , -13.7 , -23.7
17.217812 , -13.8013315 , -23.67482 , 16.2 , -12.9 , -12.7
16.964848 , -13.57405 , -20.594748 , 17.0 , -13.7 , -23.1
17.009546 , -13.637664 , -21.336454 , 17.1 , -13.7 , -23.7
17.070335 , -13.683626 , -22.050627 , 16.2 , -12.9 , -12.7
16.855116 , -13.486477 , -19.406464 , 17.0 , -13.7 , -23.1
16.927355 , -13.57205 , -20.465622 , 17.1 , -13.7 , -23.7
17.008326 , -13.63412 , -21.412132 , 17.1 , -13.7 , -23.7
17.0669 , -13.678996 , -22.10341 , 17.1 , -13.7 , -23.7
17.109093 , -13.711299 , -22.607906 , 17.1 , -13.7 , -23.7
17.139309 , -13.734407 , -22.975714 , 17.1 , -13.7 , -23.7
17.16077 , -13.750798 , -23.243496 , 17.1 , -13.7 , -23.7
17.175837 , -13.7622795 , -23.438093 , 17.1 , -13.7 , -23.7
17.186234 , -13.770178 , -23.579142 , 17.1 , -13.7 , -23.7
17.193224 , -13.775462 , -23.681023 , 17.1 , -13.7 , -23.7
17.19773 , -13.778843 , -23.754257 , 17.1 , -13.7 , -23.7
17.20043 , -13.780837 , -23.806543 , 17.0 , -13.7 , -23.1
17.173077 , -13.781826 , -23.671072 , 17.1 , -13.7 , -23.7
17.18125 , -13.782087 , -23.743269 , 17.1 , -13.7 , -23.7
17.186665 , -13.781824 , -23.794863 , 17.0 , -13.7 , -23.1
17.161331 , -13.781184 , -23.65897 , 17.1 , -13.7 , -23.7
17.17101 , -13.780277 , -23.730898 , 16.2 , -12.9 , -12.7
16.918922 , -13.549287 , -20.621315 , 17.1 , -13.7 , -23.7
16.992773 , -13.609919 , -21.50835 , 17.1 , -13.7 , -23.7
17.04631 , -13.653883 , -22.156507 , 17.1 , -13.7 , -23.7
17.084988 , -13.685656 , -22.629816 , 17.1 , -13.7 , -23.7
17.112793 , -13.7085085 , -22.975143 , 17.0 , -13.7 , -23.1
17.103914 , -13.724838 , -23.054388 , 17.0 , -13.7 , -23.1
