x,y,z,xx,yy,zz
0.0 , 0.0 , 0.0 , 17.0 , -3.6 , -15.8
11.529296 , -2.4414978 , -10.715464 , 17.4 , -3.6 , -21.1
14.122878 , -2.9534812 , -15.292956 , 17.0 , -3.6 , -15.8
15.163455 , -3.186884 , -15.5011 , 17.4 , -3.6 , -21.1
15.901948 , -3.3240392 , -17.306353 , 17.4 , -3.6 , -21.1
16.388502 , -3.4144344 , -18.49396 , 17.4 , -3.6 , -21.1
16.727213 , -3.4773707 , -19.3202 , 17.4 , -3.6 , -21.1
16.969147 , -3.522322 , -19.910536 , 17.4 , -3.6 , -21.1
17.14382 , -3.5547676 , -20.33726 , 17.4 , -3.6 , -21.1
17.270298 , -3.5782495 , -20.646906 , 17.4 , -3.6 , -21.1
17.361738 , -3.5952137 , -20.871511 , 17.4 , -3.6 , -21.1
17.427563 , -3.6074123 , -21.033958 , 17.4 , -3.6 , -21.1
17.474625 , -3.6161206 , -21.150875 , 17.4 , -3.6 , -20.2
17.50795 , -3.6222737 , -20.974651 , 17.4 , -3.6 , -20.5
17.53123 , -3.6265585 , -20.930487 , 17.4 , -3.6 , -21.1
17.547176 , -3.62948 , -21.069662 , 17.4 , -3.6 , -20.5
17.55778 , -3.631408 , -20.996326 , 17.4 , -3.6 , -21.1
17.564497 , -3.6326141 , -21.114248 , 17.0 , -3.6 , -15.8
17.452896 , -3.6332974 , -19.668339 , 17.4 , -3.6 , -21.1
17.485855 , -3.6336026 , -20.140354 , 17.4 , -3.6 , -21.1
17.50901 , -3.6336362 , -20.48404 , 17.4 , -3.6 , -21.1
17.525013 , -3.6334758 , -20.733831 , 17.4 , -3.6 , -21.1
17.535803 , -3.6331773 , -20.914938 , 17.4 , -3.6 , -21.1
17.542799 , -3.6327825 , -21.045815 , 17.0 , -3.6 , -15.8
17.431715 , -3.632321 , -19.611921 , 17.0 , -3.6 , -15.8
17.349709 , -3.6318145 , -18.562914 , 17.4 , -3.6 , -20.2
17.40426 , -3.631279 , -19.063496 , 17.4 , -3.6 , -20.5
17.44336 , -3.6307254 , -19.515045 , 17.4 , -3.6 , -21.1
17.471167 , -3.6301622 , -20.017021 , 17.4 , -3.6 , -21.1
17.490726 , -3.6295955 , -20.382898 , 17.4 , -3.6 , -21.1
17.504265 , -3.6290293 , -20.6492 , 17.4 , -3.6 , -21.1
17.513414 , -3.6284661 , -20.842659 , 17.4 , -3.6 , -20.2
17.519365 , -3.6279087 , -20.723804 , 17.4 , -3.6 , -21.1
17.522991 , -3.627358 , -20.894714 , 17.4 , -3.6 , -21.1
17.52493 , -3.6268153 , -21.018438 , 17.4 , -3.6 , -21.1
17.525644 , -3.6262808 , -21.10765 , 17.4 , -3.6 , -21.1
17.52548 , -3.6257553 , -21.171629 , 17.4 , -3.6 , -21.1
17.524685 , -3.6252384 , -21.217163 , 17.4 , -3.6 , -21.1
17.52344 , -3.6247308 , -21.249222 , 17.4 , -3.6 , -21.1
17.521875 , -3.6242323 , -21.271439 , 17.4 , -3.6 , -21.1
17.520094 , -3.6237426 , -21.286476 , 17.4 , -3.6 , -20.2
17.518162 , -3.623262 , -21.03754 , 17.4 , -3.6 , -20.2
17.516132 , -3.6227896 , -20.854439 , 17.4 , -3.6 , -21.1
17.514042 , -3.622326 , -20.978249 , 17.0 , -3.6 , -15.8
17.396944 , -3.6218708 , -19.544342 , 17.4 , -3.6 , -21.1
17.425743 , -3.6214235 , -20.018633 , 17.4 , -3.6 , -21.1
17.44625 , -3.6209843 , -20.364697 , 17.4 , -3.6 , -21.1
17.460697 , -3.620553 , -20.616917 , 17.4 , -3.6 , -21.1
17.470718 , -3.620129 , -20.800459 , 17.4 , -3.6 , -21.1
17.477509 , -3.6197128 , -20.933746 , 17.0 , -3.6 , -15.8
17.366997 , -3.6193037 , -19.507215 , 17.4 , -3.6 , -21.1
17.400644 , -3.6189017 , -19.986635 , 17.4 , -3.6 , -21.1
17.424759 , -3.618507 , -20.336555 , 17.0 , -3.6 , -15.8
17.326958 , -3.6181188 , -19.068705 , 17.4 , -3.6 , -21.1
17.369932 , -3.6177373 , -19.664251 , 17.0 , -3.6 , -15.8
17.285954 , -3.6173623 , -18.576237 , 17.4 , -3.6 , -21.1
17.339062 , -3.6169937 , -19.303438 , 17.4 , -3.6 , -21.1
17.377459 , -3.6166315 , -19.834795 , 17.4 , -3.6 , -21.1
17.405096 , -3.6162753 , -20.222797 , 17.4 , -3.6 , -21.1
17.424864 , -3.615925 , -20.505867 , 17.4 , -3.6 , -21.1
17.438879 , -3.6155808 , -20.712137 , 17.4 , -3.6 , -21.1
17.448689 , -3.6152425 , -20.862198 , 17.0 , -3.6 , -15.8
17.340477 , -3.6149096 , -19.448011 , 17.4 , -3.6 , -21.1
