time,e_d_x,e_p_x,e_i_x,e_d_y,e_p_y,e_i_y,e_d_z,e_p_z,e_i_z,roll,pitch,yaw,thrust,x,y,z
43.586185455322266,0,-40.0,0.0,0,-40.0,0.0,0,80.0,0.0,1453.358492406526,1546.4877304465494,1500,1727.3841495162562,0.0,0.0,0.0
43.59323072433472,-1189.0,-48.3655200555456,-0.3404252250384849,2473.0,-22.532990002687686,-0.1591646420501776,-358.0,77.464426397599,0.5483803149694227,1400.0,1400.0,1500,2050.0,8.365520055545602,-17.467009997312314,2.5355736024010036
43.60026550292969,-249.0,-50.119773837554,-0.6931023330977883,522.0,-18.870149181709557,-0.2914890581469702,-76.0,76.93271533217349,1.087273818268005,1400.0,1400.0,1500,2050.0,10.119773837554002,-21.129850818290443,3.0672846678265135
43.60718655586243,-116.0,-50.9195022945964,-1.0456524454966702,242.0,-17.200334889048275,-0.41030383712827334,-35.0,76.69031912114279,1.616552255787012,1400.0,1400.0,1500,2020.4466370759737,10.919502294596397,-22.799665110951725,3.309680878857213
43.6142213344574,-67.0,-51.389449757303765,-1.4071535944570812,140.0,-16.21909559073596,-0.5243435796138906,-20.0,76.54787891742033,2.154629875845621,1400.0,1400.0,1500,1813.0837294663597,11.389449757303765,-23.78090440926404,3.4521210825796604
43.62174963951111,-41.0,-51.69917846859513,-1.796311476816225,86.0,-15.572389293857913,-0.6417554884857708,-12.0,76.45400071988551,2.7310920904982496,1400.0,1400.0,1500,1748.7901904551513,11.69917846859513,-24.427610706142087,3.5459992801144877
43.62808060646057,-34.0,-51.91482263314411,-2.125044390385121,71.0,-15.12212932758814,-0.7373345520143948,-10.0,76.38863937384706,3.2139593303832954,1400.0,1416.1651088940878,1500,1737.7497760804729,11.91482263314411,-24.87787067241186,3.6113606261529494
43.63521480560303,-22.0,-52.06884303218531,-2.4963400871800197,45.0,-14.800538340778022,-0.8433374005816354,-7.0,76.34195607676007,3.761692275877456,1407.8334861788928,1453.0162945188192,1500,1724.2515702837768,12.068843032185315,-25.199461659221978,3.6580439232399318
43.64205026626587,-16.0,-52.18001480064338,-2.853138932586183,34.0,-14.56841429132474,-0.9425718853264579,-5.0,76.30826012007563,4.281820728315058,1415.4616526104924,1468.198675550961,1500,1721.4398554165034,12.180014800643379,-25.43158570867526,3.6917398799243752
43.64939904212952,-11.0,-52.260472176559965,-3.2370523705973917,23.0,-14.400421174320506,-1.0486445524914112,-3.0,76.28387363876448,4.843632379712151,1423.0809213197242,1484.1395157731843,1500,1720.3075596008284,12.260472176559967,-25.599578825679494,3.716126361235518
43.65601587295532,-9.0,-52.31859854235706,-3.583397844632437,18.0,-14.279054683565132,-1.1427589673567042,-3.0,76.26625564517413,5.34505484829605,1426.1734234939768,1490.2938848263077,1500,1720.545080271042,12.31859854235706,-25.720945316434868,3.733744354825876
43.663145780563354,-6.0,-52.36039570784274,-3.956635242511342,12.0,-14.191783180711742,-1.2440973315435435,-2.0,76.2535870018911,5.889444909003291,1430.3669303501465,1499.061182973896,1500,1721.2460757582223,12.36039570784274,-25.80821681928826,3.7464129981088976
43.67047452926636,-4.0,-52.390233740129815,-4.340527646058903,8.0,-14.129482067953901,-1.3479620469097056,-1.0,76.24454314968438,6.451148682340953,1432.9416846517688,1504.3507147372293,1500,1722.148123890314,12.390233740129817,-25.8705179320461,3.7554568503156176
