time,e_d_x,e_p_x,e_i_x,e_d_y,e_p_y,e_i_y,e_d_z,e_p_z,e_i_z,roll,pitch,yaw,thrust,x,y,z
6.4914231300354,0,-40.0,0.0,0,-40.0,0.0,0,80.0,0.0,1453.358492406526,1546.4877304465494,1500,1727.3841495162562,0.0,0.0,0.0
6.498150587081909,507.0,-36.59183910320731,-0.2460827840767309,4551.0,-9.342829938183119,-0.06294035976727061,-932.0,73.71900850474825,0.4967851103274129,1400.0,1400.0,1500,2050.0,-3.40816089679269,-30.65717006181688,6.280991495251747
6.505201578140259,101.0,-35.87714604130636,-0.49902655867854095,913.0,-2.914005887852234,-0.0834508620630445,-187.0,72.40188141496216,1.0063061974315994,1600.0,1400.0,1500,2050.0,-4.122853958693643,-37.085994112147766,7.59811858503784
6.5120813846588135,47.0,-35.55133207669367,-0.7436976058238693,426.0,0.016763645665314186,-0.08333565132725894,-87.0,71.80143008571525,1.4996869863540045,1530.0341216790182,1400.0,1500,2050.0,-4.448667923306328,-40.016763645665314,8.198569914284754
6.519430160522461,31.0,-35.32366359991794,-1.0030980123134974,247.0,1.8378787465763438,-0.06975806829049895,33.0,72.0475929944345,2.031742398982563,1503.1194184616857,1400.0,1500,2050.0,-4.676336400082058,-41.837878746576344,7.952407005565504
6.5262291431427,17.0,-35.20797055422817,-1.242644276891842,164.0,2.9442866366395677,-0.04987679928307702,-60.0,71.64147020050633,2.515739910751273,1481.6610044495585,1400.0,1500,1723.047331732376,-4.792029445771833,-42.94428663663957,8.358529799493663
6.533451080322266,11.0,-35.127405603995044,-1.496348943497272,107.0,3.714649100312954,-0.02304717991240655,-39.0,71.35896663922648,3.0311749515356334,1473.3408757746565,1400.0,1500,1681.1728969540768,-4.872594396004954,-43.714649100312954,8.641033360773521
6.540250778198242,8.0,-35.069868485456006,-1.7347967311321775,81.0,4.264854224982024,0.005977960814663272,-30.0,71.15710845083528,3.5154459201466577,1469.6841623564974,1400.0,1500,1674.237248770633,-4.9301315145439935,-44.264854224982024,8.842891549164717
6.5472917556762695,6.0,-35.0283536107188,-1.9813637687152572,56.0,4.661949778300276,0.038820428134441844,-21.0,71.01115332535196,4.015704737451626,1466.271533089884,1411.1301507587075,1500,1674.5724518060117,-4.9716463892812,-44.661949778300276,8.988846674648048
6.554766416549683,4.0,-34.99832865253535,-2.2430395047953096,38.0,4.949281003338065,0.07577450518311027,-14.0,70.90518765309514,4.545189815901494,1463.8195155811566,1437.5044553950222,1500,1679.2411436598106,-5.00167134746465,-44.949281003338065,9.094812346904867
6.561554908752441,3.0,-34.97665954967164,-2.480461607255861,31.0,5.1568020231926255,0.11077649759907984,-11.0,70.8282622140604,5.025736733298401,1462.7723901653985,1449.0171077057976,1500,1682.580798808594,-5.023340450328365,-45.156802023192625,9.171737785939596
6.568735837936401,7.0,-34.92817960142274,-2.731228426336606,33.0,5.395877990700235,0.1495715150054377,68.0,71.31718289048243,5.539254647230119,1471.0297633617379,1449.9117296274715,1500,1854.0777329106409,-5.071820398577259,-45.395877990700235,8.682817109517575
6.576006174087524,0.0,-34.92595830716533,-2.985110248643039,11.0,5.478091047789896,0.18944870937931263,-26.0,71.13042704998703,6.057075115070386,1457.8680122820117,1476.4600321106464,1500,1649.4049390034133,-5.07404169283467,-45.478091047789896,8.86957295001297
6.582729816436768,0.0,-34.92464475955223,-3.2199976826540717,9.0,5.535481965950041,0.226635636067167,-20.0,70.99423468883384,6.53312855578986,1457.997624313071,1480.6332224508596,1500,1660.6094725338487,-5.075355240447772,-45.53548196595004,9.005765311166154
6.590023756027222,5.0,-34.891014419790935,-3.4743492167583065,18.0,5.664801976866428,0.2679894749233093,61.0,71.44060731550623,7.055506520229076,1467.9887647530495,1470.0443071092934,1500,1837.2731125704279,-5.108985580209062,-45.66480197686643,8.559392684493767
6.597227573394775,3.0,-34.86672799155557,-3.7255726346681195,13.0,5.756678344486318,0.30950894432730475,45.0,71.76740036615467,7.573635070397955,1465.7396410290512,1476.1945210673662,1500,1804.201500511412,-5.133272008444428,-45.75667834448632,8.232599633845323
6.603544473648071,3.0,-34.84928040938846,-3.9458865459476415,10.0,5.821191085817134,0.34601851843149595,38.0,72.00655076424088,8.024029667284557,1464.6484163085188,1479.3110771031863,1500,1790.01801419869,-5.150719590611536,-45.821191085817134,7.993449235759114
6.610975027084351,2.0,-34.83683406865084,-4.20462722256684,6.0,5.865732479379467,0.3898446989941814,23.0,72.1814918102127,8.564026493938242,1462.522235369853,1484.9544516578026,1500,1758.9536426178786,-5.163165931349162,-45.86573247937947,7.818508189787289
6.618101596832275,-3.0,-34.861015416739505,-4.452983565280099,-8.0,5.805660637557089,0.43126759066811193,-58.0,71.76392749429888,9.076312621292578,1450.4411108416373,1505.7377381518322,1500,1583.983655064384,-5.1389845832604975,-45.80566063755709,8.236072505701113
6.624757289886475,-3.0,-34.87898032710481,-4.685318615710154,-7.0,5.759263643117144,0.46941136487764734,-46.0,71.45889871265025,9.548394431392376,1452.2832086276103,1503.538726082353,1500,1609.7821321409206,-5.121019672895187,-45.759263643117144,8.541101287349745
6.63233494758606,3.0,-34.855644643342664,-4.949284865283655,52.0,6.153672596612218,0.5162383874935741,275.0,73.55334764506316,10.108632505985165,1472.8798146384718,1439.4275895923056,1500,2050.0,-5.144355356657335,-46.15367259661222,6.446652354936848
6.638803482055664,0.0,-34.853212355693785,-5.174867025236777,24.0,6.305851473342003,0.55679196626181,122.0,74.33467502281046,10.586367429327602,1465.0258804035761,1464.1614234389015,1500,1981.2882693763133,-5.1467876443062135,-46.305851473342,5.665324977189542
6.645775079727173,-3.0,-34.87408970639314,-5.418020091722602,-27.0,6.117631995850687,0.5994591379247654,-143.0,73.33793469696272,11.097650004094211,1444.9479817253348,1538.4025445953966,1500,1480.0,-5.125910293606856,-46.11763199585069,6.66206530303728
6.653110027313232,-2.0,-34.88960814786268,-5.673817082154132,-19.0,5.977693335281252,0.6435204093904376,-99.0,72.60908018898351,11.633003618148965,1449.7761571422645,1523.1342781763783,1500,1503.2986371372024,-5.110391852137318,-45.97769333528125,7.3909198110164915
6.65981912612915,-2.0,-34.90119910251819,-5.908047565575645,-16.0,5.87313994924429,0.6827670559132979,-80.0,72.07626970855219,12.114834817403501,1451.6865807552558,1517.3419130373832,1500,1542.75820503798,-5.098800897481806,-45.87313994924429,7.923730291447805
6.666903972625732,-1.0,-34.9099104860762,-6.155262398181349,-11.0,5.794531233646573,0.7239129823248541,-55.0,71.68692165948156,12.623768234307565,1454.0388135166936,1509.8026925832926,1500,1594.890878253877,-5.090089513923804,-45.79453123364657,8.313078340518441
6.673855304718018,4.0,-34.883602939537155,-6.397866343376141,4.0,5.824831418232179,0.7642713888316894,38.0,71.94692578125934,13.122282780953435,1466.0514592411391,1487.4626598710336,1500,1792.9436526347133,-5.116397060462843,-45.82483141823218,8.053074218740667
6.680927038192749,-2.0,-34.89750859007065,-6.6446605432716845,-10.0,5.75503779538947,0.8049777149052929,-50.0,71.59284534309222,13.628704854433137,1453.2384021096777,1507.9362185432917,1500,1606.1710406519117,-5.102491409929348,-45.75503779538947,8.40715465690778
6.687896251678467,-1.0,-34.90789932821781,-6.887924500644464,-8.0,5.702000727274076,0.8447392861388783,-37.0,71.3342666037967,14.126137713288347,1454.7292052140306,1504.4564161935248,1500,1633.561924972646,-5.09210067178219,-45.702000727274076,8.665733396203294
6.6950201988220215,4.0,-34.88282907900997,-7.136419614506439,7.0,5.751082236819386,0.8857000938582295,50.0,71.6895716198888,14.636713695246097,1466.1983406549903,1484.325297883022,1500,1820.7693687402193,-5.1171709209900245,-45.751082236819386,8.310428380111198
6.701998233795166,3.0,-34.86472594656797,-7.379731828685952,5.0,5.785016673282051,0.9260350403936881,37.0,71.94948254666745,15.138350848421497,1464.4598499874405,1486.8408248314265,1500,1794.9899255095988,-5.135274053432027,-45.78501667328205,8.05051745333254
6.709079742431641,2.0,-34.85171689694686,-7.626559490778115,3.0,5.807905644531807,0.9671679285131037,27.0,72.13957958558157,15.64929390136875,1462.9926759201778,1488.9282212160601,1500,1773.7253334341483,-5.148283103053136,-45.80790564453181,7.860420414418426
6.715883731842041,1.0,-34.84243131789144,-7.863618717414685,2.0,5.82274957779255,1.0067955727415832,20.0,72.27858346812039,16.141111082998922,1462.0698898292537,1490.3006318173384,1500,1760.937324708008,-5.157568682108562,-45.82274957779255,7.721416531879608
6.723051071166992,1.0,-34.835866271140105,-8.113274275105352,1.0,5.831743108889718,1.048628414356584,14.0,72.38019501533492,16.660419461360735,1461.1686012242717,1491.5270466006236,1500,1748.4068318559462,-5.164133728859891,-45.83174310888972,7.619804984665082
6.7300238609313965,1.0,-34.83128788429019,-8.356145522745951,1.0,5.836491242467169,1.0893097339446558,11.0,72.45444133577668,17.165421754473037,1460.6523755088176,1492.2981359486448,1500,1741.673975790654,-5.168712115709807,-45.83649124246717,7.545558664223317
